_id,site,datetime,stat,BCSTAT,BCSTAT_txt,BP,BP_txt,CO,CO_txt,H2S,H2S_txt,INT_T,INT_T_txt,NO,NO_txt,NO2,NO2_txt,NOX,NOX_txt,NOY,NOY_txt,NOYDIF,NOYDIF_txt,OUT_RH,OUT_RH_txt,OUT_T,OUT_T_txt,OZONE,OZONE_txt,OZONE2,OZONE2_txt,PER_F,PER_F_txt,PER_F2,PER_F2_txt,PM10,PM10_txt,PM10_FL,PM10_FL_txt,PM10B,PM10B_txt,PM25,PM25_txt,PM25(2),PM25(2)_txt,PM25_FL,PM25_FL_txt,PM25B,PM25B_txt,PM25T,PM25T_txt,RWD,RWD_txt,RWS,RWS_txt,SIGTHETA,SIGTHETA_txt,SO2,SO2_txt,SONICWD,SONICWD_txt,SONICWS,SONICWS_txt,UVPM,UVPM_txt
17139,Avalon,2016-09-16T00:00:00,Min,,,742.7,,,,0,,21.4,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,25,,0,,11,,1.2,,,
15030,Lincoln,2016-08-17T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15508,Lawrenceville,2016-08-24T00:00:00,Max,,,745.8,,,,,,23.1,,,,,,,,,,,,88.2,,33.6,,0.053,,0.053,,,,,,,,,,60,,,,,,,,30,,,,350,,,,,,,,,,,,,
15510,Lawrenceville,2016-08-24T00:00:00,Avg,,,743.8,,,,,,22.6,,,,,,,,,,,,60.3,,26.7,,0.028,,0.028,,,,,,,,,,35,,,,,,,,12,,,,0,,,,,,,,,,,,,
16520,Lawrenceville 2,2016-09-07T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18134,Parkway East (Near Road),2016-09-29T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17647,Flag Plaza,2016-09-23T00:00:00,Count,,,,,24,,,,24,,,,,,,,,,,,,,24,,,,,,24,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14877,Liberty 2,2016-08-15T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,60,,,,2,,3,,50,,,,,,,,,,,,,,,,,,,
14883,Lincoln,2016-08-15T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,46,,7,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
16450,Lawrenceville 2,2016-09-06T00:00:00,Max,,,,,884.2,,,,24.1,,39.2,,,,,,58.4,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,
14912,Flag Plaza,2016-08-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17147,Flag Plaza,2016-09-16T00:00:00,Hr. of Max,,,,,9,,,,0,,,,,,,,,,,,,,15,,,,,,7,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16386,Liberty,2016-09-05T00:00:00,Avg,,,,,,,0.004,,22.6,,,,,,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,0.004,,224,,2.5,,,
17152,Glassport High Street,2016-09-16T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16525,Liberty,2016-09-07T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
15963,Lincoln,2016-08-30T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,26,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
14907,Avalon,2016-08-16T00:00:00,Min,,,741.1,,,,0,,21.3,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,34.2,,0,,40,,2,,,
14908,Avalon,2016-08-16T00:00:00,Max,,,744.3,,,,0,,22.2,,,,,,,,,,,,,,30.9,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,56.6,,0,,277,,10,,,
14909,Avalon,2016-08-16T00:00:00,Hr. of Max,,,0,,,,23,,23,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,2,,23,,23,,16,,,
14910,Avalon,2016-08-16T00:00:00,Avg,,,743.1,,,,0,,21.9,,,,,,,,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,42.3,,0,,207,,4.9,,,
14913,Flag Plaza,2016-08-16T00:00:00,Min,,,,,0.2,,,,25.4,,,,,,,,,,,,,,23.3,,,,,,36,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14914,Flag Plaza,2016-08-16T00:00:00,Max,,,,,0.4,,,,28.8,,,,,,,,,,,,,,32.2,,,,,,38,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14915,Flag Plaza,2016-08-16T00:00:00,Hr. of Max,,,,,0,,,,23,,,,,,,,,,,,,,13,,,,,,17,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14916,Flag Plaza,2016-08-16T00:00:00,Avg,,,,,0.2,,,,27,,,,,,,,,,,,,,26,,,,,,37,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14917,Glassport High Street,2016-08-16T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14918,Glassport High Street,2016-08-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14919,Glassport High Street,2016-08-16T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14920,Glassport High Street,2016-08-16T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17653,Glassport High Street,2016-09-23T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16074,Glassport High Street,2016-09-01T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15831,Lawrenceville 2,2016-08-28T00:00:00,Min,,,,,123,,,,24.3,,0,,,,,,1.9,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
15832,Lawrenceville 2,2016-08-28T00:00:00,Max,,,,,614.3,,,,27,,3.9,,,,,,13.6,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,
15833,Lawrenceville 2,2016-08-28T00:00:00,Hr. of Max,,,,,7,,,,15,,7,,,,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
15834,Lawrenceville 2,2016-08-28T00:00:00,Avg,,,,,273.2,,,,25.3,,0.6,,,,,,6.8,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,
15087,Liberty,2016-08-18T00:00:00,Min,,,,,,,0,,24.3,,,,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,0,,191,,0.7,,,
15088,Liberty,2016-08-18T00:00:00,Max,,,,,,,0.014,,25.4,,,,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,,0.008,,353,,8,,,
15089,Liberty,2016-08-18T00:00:00,Hr. of Max,,,,,,,23,,17,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,23,,10,,,
14803,Liberty 2,2016-08-14T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,
15090,Liberty,2016-08-18T00:00:00,Avg,,,,,,,0.001,,24.7,,,,,,,,,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,0.001,,251,,5.1,,,
15837,Lawrenceville 2,2016-08-29T00:00:00,Min,,,,,144,,,,22.6,,0,,,,,,1.9,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
15835,Lawrenceville 2,2016-08-29T00:00:00,Count,,,,,23,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
15319,North Braddock,2016-08-21T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
15829,Lawrenceville 2,2016-08-28T00:00:00,Count,,,,,23,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
16597,Liberty,2016-09-08T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
16265,Parkway East (Near Road),2016-09-03T00:00:00,Hr. of Max,23,,10,,15,,,,7,,8,,23,,8,,,,,,5,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15950,Liberty,2016-08-30T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16460,Liberty 2,2016-09-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15098,Lincoln,2016-08-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15099,Lincoln,2016-08-18T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,57,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
15100,Lincoln,2016-08-18T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,66,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,
15101,Lincoln,2016-08-18T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,
17162,Lawrenceville,2016-09-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14875,Liberty 2,2016-08-15T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,
14878,Liberty 2,2016-08-15T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,62,,,,16,,15,,52,,,,,,,,,,,,,,,,,,,
14879,Liberty 2,2016-08-15T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,19,,,,10,,10,,6,,,,,,,,,,,,,,,,,,,
17668,Lawrenceville,2016-09-23T00:00:00,Max,,,741.7,,,,,,23.4,,,,,,,,,,,,87.4,,34.3,,0.084,,0.084,,,,,,,,,,56,,,,,,,,27,,,,358,,,,,,,,,,,,,
17678,Liberty,2016-09-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16417,Avalon,2016-09-06T00:00:00,Count,,,24,,,,23,,23,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,23,,24,,24,,,
14665,Lincoln,2016-08-12T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,12,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,
16418,Avalon,2016-09-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14667,Lincoln,2016-08-12T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,43,,14,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
17690,Lincoln,2016-09-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16419,Avalon,2016-09-06T00:00:00,Min,,,742.7,,,,0,,21.1,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,23.4,,0,,22,,1.2,,,
18136,Parkway East (Near Road),2016-09-29T00:00:00,Max,0,,733.4,,872,,,,23.2,,28.6,,11.2,,39.2,,,,,,95.4,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18137,Parkway East (Near Road),2016-09-29T00:00:00,Hr. of Max,23,,23,,14,,,,23,,11,,8,,11,,,,,,23,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15097,Lincoln,2016-08-18T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,15,,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
17996,South Fayette,2016-09-27T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14948,Liberty 2,2016-08-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14663,Liberty 2,2016-08-12T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,23,,,,22,,22,,23,,,,,,,,,,,,,,,,,,,
14611,South Fayette,2016-08-11T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
15046,South Fayette,2016-08-17T00:00:00,Max,,,,,,,,,26.3,,,,,,,,,,,,,,23.3,,0.029,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,,0.001,,283,,5.6,,,
17485,Parkway East (Near Road),2016-09-20T00:00:00,Count,24,,24,,22,,,,24,,22,,22,,22,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15628,Avalon,2016-08-26T00:00:00,Max,,,745,,,,0.001,,22.1,,,,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,70.4,,0,,356,,5.5,,,
14949,Liberty 2,2016-08-16T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,49,,,,1,,2,,42,,,,,,,,,,,,,,,,,,,
14950,Liberty 2,2016-08-16T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,62,,,,14,,13,,52,,,,,,,,,,,,,,,,,,,
14951,Liberty 2,2016-08-16T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,8,,,,6,,6,,5,,,,,,,,,,,,,,,,,,,
14952,Liberty 2,2016-08-16T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,58,,,,7,,7,,48,,,,,,,,,,,,,,,,,,,
14953,Lincoln,2016-08-16T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,0,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
14956,Lincoln,2016-08-16T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,, D ,55,,,,,,, D ,,,,,,,,,,,,,,,,,,,,,,
14957,Lincoln,2016-08-16T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14958,Lincoln,2016-08-16T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15117,South Fayette,2016-08-18T00:00:00,Min,,,,,,,,,24.1,,,,,,,,,,,,,,19.9,,0.017,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,0,,7,,0.9,,,
17396,Liberty 2,2016-09-19T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14818,North Braddock,2016-08-14T00:00:00,Max,,,743.2,,,,,,24.3,,,,,,,,,,,,,,27.7,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,68.4,,0.001,,340,,4.7,,,
14946,Liberty,2016-08-16T00:00:00,Avg,,,,,,,0.001,,25.4,,,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,0.003,,213,,7.1,,,
15701,Avalon,2016-08-27T00:00:00,Hr. of Max,,,7,,,,23,,6,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,21,,17,,6,,13,,,
14947,Liberty 2,2016-08-16T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,24,,,,22,,22,,24,,,,,,,,,,,,,,,,,,,
16503,Glassport High Street,2016-09-07T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16504,Glassport High Street,2016-09-07T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15784,Flag Plaza,2016-08-28T00:00:00,Max,,,,,0.6,,,,33.8,,,,,,,,,,,,,,33.7,,,,,,44,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17766,Lincoln,2016-09-24T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,57,,13,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
14518,Liberty 2,2016-08-10T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,59,,,,19,,17,,49,,,,,,,,,,,,,,,,,,,
15116,South Fayette,2016-08-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15793,Glassport High Street,2016-08-28T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15790,Flag Plaza,2016-08-29T00:00:00,Max,,,,,0.4,,,,32.3,,,,,,,,,,,,,,31.8,,,,,,44,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16685,Lincoln,2016-09-09T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
16550,Parkway East (Near Road),2016-09-07T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16337,Parkway East (Near Road),2016-09-04T00:00:00,Hr. of Max,23,,10,,0,,,,7,,6,,0,,0,,,,,,6,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14928,Harrison Township,2016-08-16T00:00:00,Avg,,,,,,,,,27.8,,0,,0.001,,0.002,,,,,,,,,,0.024,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14931,Lawrenceville,2016-08-16T00:00:00,Min,,,739.6,,,,,,22.6,,,,,,,,,,,,47.6,,26.1,,0.008,,0.008,,,,,,,,,,10,,,,,,,,-1,,,,146,,,,,,,,,,,,,
14932,Lawrenceville,2016-08-16T00:00:00,Max,,,743,,,,,,23,,,,,,,,,,,,84.7,,34.8,,0.039,,0.039,,,,,,,,,,34,,,,,,,,19,,,,237,,,,,,,,,,,,,
14933,Lawrenceville,2016-08-16T00:00:00,Hr. of Max,,,0,,,,,,23,,,,,,,,,,,,21,,15,,15,,15,,,,,,,,,,0,,,,,,,,16,,,,17,,,,,,,,,,,,,
14935,Lawrenceville 2,2016-08-16T00:00:00,Count,,,,,22,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,
14937,Lawrenceville 2,2016-08-16T00:00:00,Min,,,,,106.1,,,,23.9,,0,,,,,,2.8,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
14939,Lawrenceville 2,2016-08-16T00:00:00,Hr. of Max,,,,,2,,,,15,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
14940,Lawrenceville 2,2016-08-16T00:00:00,Avg,,,,,141.5,,,,24.8,,0.7,,,,,,6.1,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,
14941,Liberty,2016-08-16T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
14942,Liberty,2016-08-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14943,Liberty,2016-08-16T00:00:00,Min,,,,,,,0,,24.7,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,0.001,,149,,1.9,,,
15788,Flag Plaza,2016-08-29T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15789,Flag Plaza,2016-08-29T00:00:00,Min,,,,,0.1,,,,24,,,,,,,,,,,,,,20.9,,,,,,42,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17170,Lawrenceville 2,2016-09-16T00:00:00,Max,,,,,322.8,,,,23.5,,20.6,,,,,,33,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,
17907,Lincoln,2016-09-26T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,56,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
14528,North Braddock,2016-08-10T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15613,Parkway East (Near Road),2016-08-25T00:00:00,Count,24,,24,,23,,,,24,,22,,22,,23,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14927,Harrison Township,2016-08-16T00:00:00,Hr. of Max,,,,,,,,,15,,5,,6,,6,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14821,Parkway East (Near Road),2016-08-14T00:00:00,Count,24,,24,,23,,,,24,,19,,19,,23,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18075,Avalon,2016-09-29T00:00:00,Min,,,740.6,,,,0,,22,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,24.9,,0,,67,,2.4,,,
18076,Avalon,2016-09-29T00:00:00,Max,,,745.2,,,,0,,22.7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,61.4,,0,,145,,8.6,,,
14784,Harrison Township,2016-08-14T00:00:00,Avg,,,,,,,,,27.6,,0,,0.002,,0.003,,,,,,,,,,0.021,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15565,Glassport High Street,2016-08-25T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15566,Glassport High Street,2016-08-25T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15567,Glassport High Street,2016-08-25T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15568,Glassport High Street,2016-08-25T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15537,North Braddock,2016-08-24T00:00:00,Min,,,741.2,,,,,,21.7,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,21.1,,0,,55,,0.4,,,
15569,Glassport High Street,2016-08-25T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14923,Harrison Township,2016-08-16T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14925,Harrison Township,2016-08-16T00:00:00,Min,,,,,,,,,25.6,,0,,-0.001,,-0.001,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14926,Harrison Township,2016-08-16T00:00:00,Max,,,,,,,,,30.6,,0.005,,0.007,,0.012,,,,,,,,,,0.045,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16373,Lawrenceville,2016-09-05T00:00:00,Hr. of Max,,,7,,,,,,22,,,,,,,,,,,,5,,15,,16,,16,,,,,,,,,,,,,,,,,,1,,,,21,,,,,,,,,,,,,
16448,Lawrenceville 2,2016-09-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14520,Liberty 2,2016-08-10T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,58,,,,10,,10,,48,,,,,,,,,,,,,,,,,,,
14600,North Braddock,2016-08-11T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16455,Liberty,2016-09-06T00:00:00,Min,,,,,,,0,,22.1,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,0.001,,89,,0.8,,,
16456,Liberty,2016-09-06T00:00:00,Max,,,,,,,0.026,,24.3,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,,0.022,,324,,7.4,,,
16457,Liberty,2016-09-06T00:00:00,Hr. of Max,,,,,,,1,,18,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,12,,17,,,
16458,Liberty,2016-09-06T00:00:00,Avg,,,,,,,0.005,,23.1,,,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,,0.007,,223,,3.7,,,
17776,Parkway East (Near Road),2016-09-24T00:00:00,Max,0,,733.6,,1080.3,,,,22.9,,20.7,,13.5,,33.9,,,,,,85.6,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16694,Parkway East (Near Road),2016-09-09T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
